fileid,date_cases_IMPUTED,cases_extracted,country_extracted,date_extracted,deaths_extracted,virus_extracted
2019-DON168,,97.0,Congo,2019/2/12,517.0,Ebola
2019-DON169,,1600.0,Congo,2019/5/7,1069.0,Ebola
2019-DON170,,14.0,Saudi Arabia,2019/1/31,3.0,MERSCoV
2019-DON172,,285.0,Congo,2019/7/2,1598.0,Ebola
2019-DON173,,14.0,Saudi Arabia,2019/5/31,5.0,MERSCoV
2019-DON176,,247.0,Congo,2019/7/9,1646.0,Ebola
2019-DON177,,7.0,Saudi Arabia,2019/6/30,2.0,MERSCoV
2019-DON178,,245.0,Congo,2019/7/17,1604.0,Ebola
2019-DON179,,242.0,Congo,2019/7/23,1756.0,Ebola
2019-DON180,,50.0,"Cameroon, Central African Republic",2018/7/1,0.0,WPV1
2019-DON181,,257.0,Congo,2019/8/6,1866.0,Ebola
2019-DON182,,228.0,Congo,2019/8/13,1905.0,Ebola
2019-DON183,,4.0,Myanmar,2019/6/23,0.0,pentavalent vaccine (PV)
2019-DON184,,9.0,Saudi Arabia,2019/7/31,4.0,MERSCoV
2019-DON185,,216.0,Congo,2019/8/20,1961.0,Ebola
2019-DON186,,1.0,Ghana,2019/7/27,0.0,WPV1
2019-DON187,,203.0,Congo,2019/8/27,1998.0,Ebola
2019-DON188,,,United Republic of Tanzania,2019/9/10,,Ebola
2019-DON189,,84.0,Federal Republic of Nigeria,2019/7/16,26.0,Yellow Fever
2019-DON190,,2.0,Philippines,2019/9/19,0.0,Poliomyelitis
2019-DON191,,6.0,Saudi Arabia,2019/8/31,1.0,MERSCoV
2019-DON192,,278.0,Egypt,2019/8/28,8.0,V. cholerae
2019-DON193,,126.0,Congo,2019/9/24,2122.0,Ebola
2019-DON194,,106.0,Congo,2019/10/1,2136.0,Ebola
2019-DON195,,1171.0,Egypt,2018/11/1,0.0,Measles
2019-DON196,,4.0,Saudi Arabia,2019/9/30,1.0,MERSCoV
2019-DON197,,3207.0,Congo,2019/10/8,2144.0,Ebola
2019-DON198,,3227.0,Congo,2019/10/15,2154.0,Ebola
2019-DON199,,,Philippines,2019/9/27,,Coronavirus
2019-DON200,,1.0,Saudi Arabia,2019/10/7,0.0,MERSCoV
2019-DON201,,3.0,France,2019/10/9,0.0,Zika virus
2019-DON202,,50.0,Congo,2019/10/22,2174.0,Ebola
2019-DON203,,59.0,Congo,2019/10/29,2182.0,Ebola
2019-DON204,,54.0,Congo,2019/11/5,2191.0,Ebola
2019-DON205,,293.0,Egypt,2019/10/10,11.0,Rift Valley Fever
2019-DON206,,47120.0,Pakistan,2019/7/8,75.0,Dengue Fever
2019-DON207,,1197.0,Egypt,2019/10/10,5.0,Dengue Fever
2019-DON208,,1.0,Ecuador,2019/11/13,0.0,Yellow Fever
2019-DON209,,28.0,Congo,2019/11/19,2197.0,Ebola
2019-DON210,,11.0,Pakistan,2019/7/7,0.0,Poliomyelitis
2019-DON211,,413308.0,,2019/11/17,,Measles
2019-DON212,,1.0,"Cameroon, Central African Republic",2019/10/16,0.0,Poliomyelitis
2019-DON213,,2.0,Sierra Leone,2019/11/20,2.0,Lassa Fever
2019-DON214,,2.0,Spain,2019/11/6,0.0,Dengue Fever
2019-DON215,,19.0,Congo,2019/11/26,2199.0,Ebola
2019-DON216,,15.0,Saudi Arabia,2019/10/31,6.0,MERSCoV
2019-DON217,,4217.0,Cook Islands,2019/10/16,62.0,Measles
2019-DON218,,14.0,Pakistan,2019/10/1,1.0,Dengue Fever
2019-DON219,,4189.0,Federal Republic of Nigeria,2019/1/1,23.0,Yellow Fever
2019-DON222,,10.0,Saudi Arabia,2019/11/30,1.0,MERSCoV
2019-DON223,,3.0,Mali,2019/11/3,2.0,Yellow Fever
2019-DON224,,22.0,Congo,2019/11/27,2207.0,Ebola
2019-DON225,,3340.0,Congo,2019/12/10,2210.0,Ebola
2019-DON226,,47.0,Congo,2019/12/17,2217.0,Ebola
2019-DON227,,3.0,Kuwait,2019/12/5,1.0,MERSCoV
2019-DON256,,222.0,Spain,2019/8/16,3.0,Listeriosis
2019-DON257,,3291.0,Congo,2019/11/12,2193.0,Ebola
2019-DON319,,252.0,Congo,2019/6/25,1531.0,Ebola
2019-DON320,,260.0,Congo,2019/7/31,1823.0,Ebola
2019-DON321,,186.0,Congo,2019/9/4,2052.0,Ebola
2019-DON323,,157.0,Congo,2019/9/10,2074.0,Ebola
2019-DON324,,145.0,Congo,2019/9/17,2103.0,Ebola
2019-DON403,,231.0,Federal Republic of Nigeria,2019/8/29,6.0,Yellow Fever
2019-DON999,,5.0,Saudi Arabia,2018/12/1,806.0,MERSCoV
2020-DON228,,3380.0,Congo,2019/12/31,2232.0,Ebola
2020-DON229,,44.0,China,2019/12/31,0.0,Unidentified infection
2020-DON230,,3392.0,Congo,2020/1/7,2235.0,Ebola
2020-DON231,,1.0,Saudi Arabia,2019/12/29,0.0,MERSCoV
2020-DON232,,124.0,Gaza Strip,2019/12/19,2.0,Measles
2020-DON233,,41.0,China,2020/1/11,1.0,Reinfection and Coronavirus
2020-DON234,,1.0,Thailand,2020/1/13,0.0,Reinfection and Coronavirus
2020-DON235,,40.0,Congo,2020/1/14,8.0,Ebola
2020-DON236,,,,,,2019-nCoV
2020-DON237,,1.0,Japan,2020/1/15,0.0,Reinfection and Coronavirus
2020-DON238,,1.0,North Korea,2020/1/20,0.0,Reinfection and Coronavirus
2020-DON239,,2.0,Saudi Arabia,2020/1/9,12.0,MERSCoV
2020-DON241,,35.0,Congo,2020/1/21,1.0,Ebola
2020-DON242,,28.0,Congo,2020/1/22,2242.0,Ebola
2020-DON243,,18.0,Congo,2020/2/4,2251.0,Ebola
2020-DON244,,12.0,Congo,2020/2/11,3.0,Ebola
2020-DON245,,472.0,Federal Republic of Nigeria,2020/1/1,70.0,Lassa Fever
2020-DON246,,7626.0,Central African Republic (North),2019/1/1,83.0,Measles
2020-DON247,,19.0,Saudi Arabia,2020/1/31,8.0,MERSCoV
2020-DON248,,3433.0,Congo,2020/2/18,2253.0,Ebola
2020-DON249,,8.0,United Republic of Tanzania,2020/2/14,4.0,Yellow Fever
2020-DON250,,3.0,Ecuador,2020/2/7,0.0,Dengue Fever
2020-DON251,,,"French Caribbean, Saint Lucia (suspected), Martinique, Guadeloupe, Dominica, Anguilla, Aruba, Saint Kitts and Nevis, and French Guiana date: 2014-03-13, 2014-03-14, 2014-03-15 cases: 2818 confirmed and probable cases, 10 450 suspected cases deaths: 4 fatalities associated with the chikungunya outbreak.",2020/2/12,,Dengue Fever
2020-DON252,,3444.0,Congo,2020/2/25,2264.0,Ebola
2020-DON253,,3444.0,Congo,2020/3/3,2264.0,Ebola
2020-DON254,,1.0,Kuwait,2020/2/18,0.0,MERSCoV
2020-DON255,,3444.0,Congo,2020/3/10,2264.0,Ebola
2020-DON258,,3444.0,Congo,2020/2/17,2264.0,Ebola
2020-DON259,,3453.0,Congo,2020/3/24,2273.0,Ebola
2020-DON260,,3453.0,Congo,2020/3/31,2273.0,Ebola
2020-DON261,,2538.0,,2020/2/29,871.0,MERSCoV
2020-DON262,,2.0,Sudan (W Equatoria),2020/3/28,0.0,Yellow Fever
2020-DON263,,85.0,Ethiopia,2020/4/6,0.0,Yellow Fever
2020-DON264,,857.0,Burundi,2020/4/27,,Measles
2020-DON265,,3533.0,Mayotte,2020/1/1,16.0,Dengue Fever
2020-DON266,,3453.0,Congo,2020/4/7,2273.0,Ebola
2020-DON267,,124.0,Mexico,2020/4/2,0.0,Measles
2020-DON268,,3458.0,Congo,2020/4/14,2277.0,Ebola
2020-DON269,,6.0,Congo,2020/4/21,4.0,Ebola
2020-DON270,,15.0,Saudi Arabia,2020/4/29,876.0,MERSCoV
2020-DON271,,7.0,Congo,2020/4/10,4.0,Ebola
2020-DON272,,3462.0,Congo,2020/5/19,2279.0,Ebola
2020-DON273,,7.0,Ethiopia,2020/4/27,0.0,Dracunculus medinensis
2020-DON274,,3462.0,Congo,2020/5/12,2279.0,Ebola
2020-DON275,,3462.0,Congo,2020/5/19,2279.0,Ebola
2020-DON276,,3463.0,Congo,2020/5/26,2280.0,Ebola
2020-DON277,,8.0,Congo,2020/5/31,4.0,Ebola
2020-DON278,,3463.0,Congo,2020/6/2,2280.0,Ebola
2020-DON279,,1.0,Ghana,2020/4/20,0.0,Yellow Fever
2020-DON281,,3463.0,Congo,2020/4/27,2280.0,Ebola
2020-DON282,,1.0,Congo,2020/4/15,1.0,Yellow Fever
2020-DON283,,3463.0,Congo,2020/4/27,2280.0,Ebola
2020-DON284,,3470.0,Congo,2020/6/25,2287.0,Ebola
2020-DON285,,9.0,Saudi Arabia,2020/4/1,5.0,MERSCoV
2020-DON286,,1.0,Brazil,2020/6/22,0.0,Avian influenza
2020-DON288,,1.0,French Guiana,2020/7/23,1.0,Yellow Fever
2020-DON297,,214.0,Denmark,2020/6/1,0.0,SARS
2020-DON299,,65.0,Federal Republic of Nigeria,2020/11/10,33.0,Yellow Fever
2020-DON300,,442.0,Burkina Faso,2020/9/8,16.0,Hepatitis E
2020-DON301,,12.0,Denmark,2020/11/5,0.0,SARS
2020-DON302,,50.0,Guinea Bissau,2020/11/30,14.0,Yellow Fever
2020-DON303,,7.0,Cameroon,2020/10/18,2.0,Yellow Fever
2020-DON304,,1108.0,United Kingdom,2020/12/14,,SARS
2020-DON305,,,,2020/1/20,,SARS
2021-DON306,,1.0,Brazil,2020/12/15,0.0,Avian influenza
2021-DON308,,4.0,Saudi Arabia,2020/12/31,1.0,MERSCoV
2021-DON309,,1.0,United States,2021/1/13,0.0,Avian influenza
2021-DON310,,1.0,Congo,2021/2/7,1.0,Ebola
2021-DON311,,32.0,United Republic of Tanzania,2020/11/19,11.0,Rift Valley Fever
2021-DON312,,7.0,Guinea Bissau,2021/2/14,5.0,Ebola
2021-DON313,,7.0,Soviet Union,2021/2/18,0.0,Avian influenza
2021-DON314,,1.0,Saudi Arabia,2021/2/2,0.0,MERSCoV
2021-DON317,,7.0,Saudi Arabia,2021/3/11,3.0,MERSCoV
2021-DON325,,12.0,Congo,2021/5/3,6.0,Ebola
2021-DON328,,23.0,Guinea Bissau,2021/6/19,12.0,Ebola
2021-DON331,,1.0,Guinea Bissau,2021/8/6,1.0,Marburg Hemorrhagic Fever
2021-DON333,,4.0,Saudi Arabia,2021/3/12,1.0,MERSCoV
2021-DON334,,608.0,Congo,2021/9/18,161.0,Meningitis
2021-DON336,,1312.0,Federal Republic of Nigeria,2021/8/31,2.0,Yellow Fever
2021-DON344,,1.0,United States,2021/11/16,0.0,Death and Monkeypox
2021-DON351,,11.0,Congo,2021/12/16,9.0,Ebola
2022-DON352,,385.0,Chad,2022/1/11,2.0,Hepatitis E
2022-DON361,,53.0,United Republic of Tanzania,2022/3/15,6.0,Yellow Fever
2022-DON362,,1.0,Ghana,2022/2/26,1.0,Lassa Fever
2022-DON363,,6.0,Saudi Arabia,2022/2/28,4.0,MERSCoV
2022-DON364,,84.0,United Kingdom,2022/2/4,,Shigella sonnei
2022-DON365,,37.0,Australia,2022/4/28,3.0,Japanese Encephalitis
2022-DON366,,7.0,Israel,2022/3/7,0.0,pentavalent vaccine (PV)
2022-DON367,,7.0,United Republic of Tanzania,2022/3/6,0.0,Yellow Fever
2022-DON368,,74.0,United Kingdom,2022/4/5,0.0,Hepatitis E
2022-DON369,,151.0,United Kingdom,2022/3/27,0.0,Salmonella pullorum
2022-DON370,,2.0,Kuwait,22 March to 3 April 2022,1.0,MERSCoV
2022-DON371,,3509.0,Somalia,2022/1/2,,Measles
2022-DON372,,78.0,Zambia,2022/3/3,4.0,Cholera
2022-DON374,,6652.0,Cameroon,2021/10/29,134.0,Cholera
2022-DON376,,169.0,United Kingdom,2022/4/21,1.0,Adenovirus
2022-DON377,,2.0,Congo,2022/4/21,2.0,Ebola
2022-DON378,,1.0,China,2022/4/25,0.0,Avian influenza
2022-DON379,,1.0,United States,2022/4/29,0.0,Avian influenza
2022-DON380,,1.0,Sultanate of Oman,2022/4/28,0.0,MERSCoV
2022-DON381,,,United Kingdom,2022/5/7,,Death and Monkeypox
2022-DON382,,2.0,Guinea Bissau,2022/4/22,0.0,Lassa Fever
2022-DON383,,6.0,United Kingdom,2022/5/13,0.0,Death and Monkeypox
2022-DON384,,1.0,Germany,2022/5/11,0.0,Avian influenza
2022-DON385,,92.0,,2022/5/13,0.0,Death and Monkeypox
2022-DON386,,212.0,Iraq,2022/5/22,27.0,Crimean-Congo Hemorrhagic fever
2022-DON387,,103.0,São Tomé and Príncipe,2022/5/13,0.0,Dengue Fever
2022-DON388,,,,,,Death and Monkeypox
2022-DON390,,780.0,"Nigeria, United States, Canada, and countries in the European Union",YYYY-MM-DD: 2022-05-13,0.0,Death and Monkeypox
2022-DON391,,290.0,Pakistan,2022/5/27,9.0,Cholera
2022-DON392,,,,,,Death and Monkeypox
2022-DON393,,2103.0,,2022/6/15,1.0,Death and Monkeypox
2022-DON394,,920.0,33 countries in 5 WHO Regions,2022/6/22,18.0,Hepatitis E
2022-DON395,,1.0,Mozambique,2022/5/15,0.0,Coronavirus
2022-DON396,,3413.0,"Nigeria date: April 2, 2017 (2 cases) cases: 4 (1 confirmed) deaths: 328 (as of April 3, 2017)",2022/6/23,1.0,Death and Monkeypox
2022-DON398,,5.0,Congo,2022/7/4,5.0,Ebola
2022-DON398_1,,7796.0,Somalia,2022/1/1,37.0,Cholera
2022-DON400,,1010.0,"Multiple countries, including China, South Korea, Italy, Iran, and others",2022/7/8,22.0,Hepatitis E
2022-DON401,,7687.0,People's Republic of Bangladesh,2022/1/1,6.0,Dengue Fever
2022-DON402,,2.0,Ghana,2022/6/28,2.0,Marburg Hemorrhagic Fever
2022-DON403,,20.0,United Republic of Tanzania,2022/8/8,3.0,Leptospirosis
2022-DON404,,,Congo,2022/8/21,1.0,Ebola
2022-DON405,,184.0,South Africa (KwaZulu Natal),2021/1/1,21.0,Yellow Fever
2022-DON406,,1.0,Algeria,2022/7/8,0.0,Poliomyelitis
2022-DON407,,11.0,Argentina,2022/9/3,4.0,Legionellosis
2022-DON408,,,UK and USA,YYYY-mm-dd,,pentavalent vaccine (PV)
2022-DON409,,3.0,Ghana,2022/9/16,2.0,Marburg Hemorrhagic Fever
2022-DON410,,18.0,United Republic of Tanzania,2022/9/20,23.0,Sudan virus (SUDV)
2022-DON411,,1.0,Congo,2022/9/27,1.0,Ebola
2022-DON412,,28109.0,Thailand,2022/1/1,38.0,Dengue Fever
2022-DON413,,3400000.0,Pakistan,2022/1/1,,Malaria
2022-DON414,,25932.0,Pakistan,2022/1/1,62.0,Dengue Fever
2022-DON415,,32.0,Republic of Panama,2022/10/2,16.0,Cholera
2022-DON416,,18.0,Egypt,2022/10/6,2.0,Cholera
2022-DON417,,47.0,Egypt,2022/8/30,23.0,Rift Valley Fever
2022-DON419,,6056.0,Zambia,2022/3/1,183.0,Cholera
2022-DON420,,2.0,Spain,2022/9/20,0.0,Avian influenza
2022-DON421,,115.0,United Republic of Tanzania,2022/9/20,32.0,Sudan virus (SUDV)
2022-DON422,,4.0,Saudi Arabia,YYYY-mm-dd,0.0,MERSCoV
2022-DON423,,136.0,United Republic of Tanzania,2022/11/7,53.0,Sudan virus (SUDV)
2022-DON424,,52807.0,People's Republic of Bangladesh,2022/11/20,230.0,Dengue Fever
2022-DON425,,141.0,United Republic of Tanzania,2022/11/21,55.0,Sudan virus (SUDV)
2022-DON426,,,,2022/11/30,,Cholera
2022-DON427,,13672.0,Republic of Panama,2022/10/2,283.0,Cholera
2022-DON428,,142.0,United Republic of Tanzania,2022/12/5,55.0,Sudan virus (SUDV)
2022-DON429,,,"France, Ireland, the Netherlands, Sweden, and the United Kingdom of Great Britain and Northern Ireland",2022/12/8,,StrepAInfection
2022-DON430,,,The Netherlands,2022/11/12,,Poliomyelitis
2022-DON431,,203.0,33 countries in 5 WHO Regions,2021/1/1,40.0,Yellow Fever
2022-DON435,,36943.0,Zambia,2022/3/1,1210.0,Cholera
2023-DON362,,1.0,Egypt,2022/12/18,0.0,Poliomyelitis
2023-DON433,,164.0,United Republic of Tanzania,2023/1/11,77.0,Sudan virus (SUDV)
2023-DON434,,1.0,Ecuador,2023/1/9,0.0,Avian influenza
2023-DON436,,1.0,Sultanate of Oman,2023/1/5,0.0,MERSCoV
2023-DON437,,,,2023/2/1,,Cholera
2023-DON438,,1.0,Ecuador,2023/1/23,0.0,Measles
2023-DON439,,559.0,Niger,2022/11/1,18.0,Meningococcal (Group C)
2023-DON440,,4339.0,Sudan (W Equatoria),2022/3/1,46.0,Measles
2023-DON441,,4386.0,Congo,2023/2/4,16.0,Cholera
2023-DON442,,11.0,People's Republic of Bangladesh,2023/2/13,8.0,Nipah Virus
2023-DON443,,5237.0,Mozambique,2023/2/19,37.0,Cholera
2023-DON444,,9.0,Guinea Bissau,2023/2/7,9.0,Marburg Hemorrhagic Fever
2023-DON445,,2.0,Kingdom of Cambodia,2023/2/23,1.0,Avian influenza
2023-DON446,,690.0,Thailand,2023/1/2,1.0,Measles
2023-DON447,,772.0,South Africa (KwaZulu Natal),2022/10/8,0.0,Measles
2023-DON448,,,South America,2023/1/1,,Dengue Fever
2023-DON449,,29.0,Guinea Bissau,2023/2/25,7.0,Marburg Hemorrhagic Fever
2023-DON450,,71.0,Türkiye,2023/3/7,0.0,botulinal toxin
2023-DON451,,8.0,United Republic of Tanzania,2023/3/21,5.0,Marburg Hemorrhagic Fever
2023-DON452,,557.0,Federal Republic of Nigeria,2022/12/1,73.0,Diphtheria
2023-DON453,,1.0,Ecuador,2023/3/29,0.0,Avian influenza
2023-DON454,,1686.0,Federal Republic of Nigeria,2022/10/1,124.0,Meningitis
2023-DON455,,141.0,Ghana,2022/12/15,12.0,Streptococcus suis
2023-DON456,,1.0,China,2023/3/27,1.0,Avian influenza
2023-DON457,,1.0,Burundi,2023/3/17,0.0,Poliomyelitis
2023-DON458,,4.0,The Netherlands,2023/3/17,0.0,Poliomyelitis
2023-DON459,,15.0,Guinea Bissau,2023/4/11,11.0,Marburg Hemorrhagic Fever
2023-DON460,,16814.0,Ethiopia,2022/5/1,182.0,Measles
2023-DON461,,1.0,Ecuador,2023/4/5,0.0,Avian influenza
2023-DON462,,2161.0,The Netherlands,2022/3/1,6.0,Measles
2023-DON463,,4702.0,Federal Republic of Nigeria,2023/4/16,152.0,Lassa Fever
2023-DON465,,10.0,United Kingdom,2023/5/5,1.0,Enterovirus Infection
2023-DON466,,91.0,Sudan (W Equatoria),2023/4/14,5.0,Hepatitis E
2023-DON467,,,"Equatorial Guinea, United Kingdom (England)",2023/2/1,,Marburg Hemorrhagic Fever
2023-DON468,,,United Kingdom,2023/5/30,0.0,Avian influenza
2023-DON469,,9.0,France,2023/5/5,7.0,Echovirus 11
2023-DON470,,20.0,Mexico,2023/5/11,2.0,Fusarium graminearum
2023-DON471,,9.0,United Republic of Tanzania,2023/6/2,6.0,Marburg Hemorrhagic Fever
2023-DON472,,17.0,Guinea Bissau,2023/6/8,12.0,Marburg Hemorrhagic Fever
21-april-2016-elizabethkingia-usa-en,,57.0,United States,2016/4/11,18.0,Elizabethkingia
21-april-2016-zika-peru-en,,1.0,Ecuador,2016/4/17,0.0,Zika virus
21-august-2015-mers-saudi-arabia-en,,19.0,Saudi Arabia,Between 13 and 17 August 2015,1.0,MERSCoV
21-december-2015-polio-myanmar-en,,2.0,Myanmar,2015/11/7,0.0,Poliomyelitis
21-december-2015-zika-cape-verde-en,,165.0,Cape Verde,2015/10/21,0.0,Zika virus
21-december-2015-zika-honduras-en,,2.0,Honduras,2015/12/16,0.0,Zika virus
21-december-2017-monkeypox-nigeria-en,,172.0,Federal Republic of Nigeria,2017/9/20,1.0,Death and Monkeypox
21-january-2016-gbs-el-salvador-en,,46.0,El Salvador,2015/12/1,2.0,Zika virus
21-january-2016-zika-france-en,,2.0,France (St Martin),2016/1/18,0.0,Zika virus
21-january-2016-zika-haiti-en,,5.0,Republic of Panama,2016/1/18,,Zika virus
21-july-2015-mers-korea-en,,186.0,North Korea,2015/7/21,36.0,MERSCoV
21-july-2017-cholera-kenya-en,,1216.0,United Republic of Tanzania,2017/1/1,14.0,Cholera
21-june-2016-mers-saudi-arabia-en,,20.0,Saudi Arabia,2016/6/10,,MERSCoV
21-june-2016-mers-uae-en,,1.0,Saudi Arabia,2016/6/16,0.0,MERSCoV
21-march-2016-gbs-usa-en,,2.0,United States,2016/3/10,1.0,Zika virus
21-march-2016-mers-saudi-arabia-en,,4.0,Saudi Arabia,2016/3/13,2.0,MERSCoV
21-may-2018-ebola-drc-en,,,Congo,2018/5/21,,Ebola
21-november-2014-mers-en,,5.0,Saudi Arabia,2014/10/12,2.0,MERSCoV
21-november-2014-plague-en,,119.0,Madagascar,2014/11/4,40.0,Yersinia Pestis
21-october-2015-cholera-en,,4835.0,United Republic of Tanzania,2021/10/19,68.0,Cholera
21-october-2015-zika-en,,14.0,Brazil,2015/10/8,,Zika virus
21-september-2016-mers-saudi-arabia-en,,5.0,Saudi Arabia,2016/8/23,0.0,MERSCoV
21-september-2017-mers-uae-en,,1.0,Saudi Arabia,2017/8/23,722.0,MERSCoV
22-april-2016-mers-saudi-arabia-en,,10.0,Saudi Arabia,2016/4/15,3.0,MERSCoV
22-april-2016-yellow-fever-china-en,,11.0,China,2016/4/12,0.0,Yellow Fever
22-april-2016-zika-png-en,,6.0,Papua New Guinea,2016/3/11,0.0,Zika virus
22-december-2015-zika-panama-en,,4.0,Republic of Panama,2015/12/14,0.0,Zika virus
22-december-2017-diphtheria-yemen-en,,333.0,Yemen,2017/10/29,35.0,Diphtheria
22-december-2017-mers-cov-united-arab-emirates-en,,1.0,Saudi Arabia,2017/12/11,0.0,MERSCoV
22-december-2017-salmonella-agona-infections-france-en,,35.0,France,2017/12/2,0.0,Salmonellosis
22-december-2017-yellow-fever-nigeria-en,,341.0,Federal Republic of Nigeria,2017/9/14,45.0,Yellow Fever
22-february-2016-zika-netherlands-en,,,Bonaire and Aruba (Kingdom of the Netherlands),2016/2/15,0.0,Zika virus
22-february-2017-ah7n9-china-en,,1.0,Hong Kong,2017/2/4,0.0,Avian influenza
22-february-2018-ah7n4-china-en,,1.0,China,2018/2/14,0.0,Avian influenza
22-february-2018-lassa-fever-liberia-en,,33.0,Angola,2018/1/9,15.0,Lassa Fever
22-january-2018-yellow-fever-brazil-en,,35.0,Brazil,2017/7/1,20.0,Yellow Fever
22-july-2016-ah7n9-china-en,,7.0,China,2016/7/12,4.0,Avian influenza
22-june-2016-mers-saudi-arabia-en,,6.0,Saudi Arabia,2016/6/19,1.0,MERSCoV
22-march-2016-yellow-fever-angola-en,,1132.0,Angola,2015/12/5,168.0,Yellow Fever
22-november-2018-ebola-drc-en,,386.0,Congo,2018/11/20,219.0,Ebola
22-october-2015-mers-saudi-arabia-en,,4.0,Saudi Arabia,2015/10/10,3.0,MERSCoV
23-January-2019-hantavirus-argentina-en,,29.0,Argentina,2018/12/19,11.0,HendraVirus
23-december-2016-ah7n9-china-en,,1.0,Hong Kong Special Administrative Region of China,2016/12/20,0.0,Avian influenza
23-february-2015-mers-saudi-arabia-en,,43.0,Saudi Arabia,2015/2/19,14.0,MERSCoV
23-february-2017-meningococcal-disease-togo-en,,48.0,Ghana,2017/1/1,3.0,Meningitis
23-january-2015-mers-oman-en,,1.0,Sultanate of Oman,2015/1/17,351.0,MERSCoV
23-july-2015-niger-en,,8500.0,Niger,2015/1/1,573.0,Meningococcal (Group C)
23-june-2015-mers-korea-en,,175.0,North Korea,2015/6/23,27.0,MERSCoV
23-june-2015-mers-saudi-arabia-en,,5.0,Saudi Arabia,2015/6/13,5.0,MERSCoV
23-march-2016-ah5n6-china-en,,1.0,China,2016/3/15,0.0,Avian influenza
23-march-2016-avian-ah7n9-china-en,,29.0,China,2016/3/18,11.0,Avian influenza
23-march-2016-lassa-fever-germany-en,,2.0,Germany,2016/3/10,1.0,Lassa Fever
23-march-2016-lassa-fever-togo-en,,2.0,Ghana,2016/3/9,1.0,Lassa Fever
23-march-2016-mers-saudi-arabia-en,,4.0,Saudi Arabia,2016/3/15,1.0,MERSCoV
23-march-2017-ah7n9-china-en,,22.0,China,2017/3/17,3.0,Avian influenza
23-march-2018-lassa-fever-nigeria-en,,1495.0,Federal Republic of Nigeria,2018/1/1,119.0,Lassa Fever
23-march-2018-seasonal-reassortant-ah1n2-netherlands-en,,1.0,The Netherlands,2018/3/20,0.0,Avian influenza
23-may-2017-ah7n9-china-en,,23.0,China,2017/5/13,7.0,Avian influenza
23-may-2018-ebola-drc-en,,58.0,Congo,2018/5/8,27.0,Ebola
23-may-2019-ebola-drc-en,,1866.0,Congo,2019/5/21,1241.0,Ebola
23-october-2014-chikungunya-en,,4.0,France,2014/10/21,0.0,Chikungunya virus disease
23-september-2015-mers-kuwait-en,,1.0,Kuwait,2015/9/19,1.0,MERSCoV
24-april-2017-mers-uae-en,,2.0,Saudi Arabia,2017/4/9,1.0,MERSCoV
24-august-2018-ebola-drc-en,,103.0,Congo,2018/8/22,63.0,Ebola
24-august-2018-yellow-fever-french-guiana-en,,1.0,French Guiana,2018/8/14,1.0,Yellow Fever
24-december-2014-avian-influenza-en,,11.0,China,2014/12/16,5.0,Avian influenza
24-february-2017-yellow-fever-brazil-en,,1336.0,Brazil,2016/12/1,215.0,Yellow Fever
24-january-2017-hepatitis-e-chad-en,,693.0,Chad,2016/9/1,11.0,Hepatitis E
24-july-2015-mers-saudi-arabia-en,,6.0,Saudi Arabia,2015/7/1,490.0,MERSCoV
24-july-2015-polio-en,,8.0,Madagascar,2015/4/22,,Coronavirus
24-march-2017-meningococcal-disease-nigeria-en,,1407.0,Federal Republic of Nigeria,2017/3/19,211.0,NmC
24-may-2015-mers-are-en,,1.0,Saudi Arabia,2015/5/18,0.0,MERSCoV
24-may-2015-mers-korea-en,,3.0,North Korea,2015/5/20,0.0,MERSCoV
24-may-2015-mers-qatar-en,,1.0,Kuwait,2015/5/21,0.0,MERSCoV
24-may-2015-mers-saudi-arabia-en,,12.0,Saudi Arabia,YYYY-mm-dd (between 11 and 13 May),2.0,MERSCoV
24-may-2019-wild-polio-virus-islamic-republic-of-iran-en,,,Egypt,2019/5/9,,Coronavirus
24-november-2016-rift-valley-fever-niger-en,,266.0,Niger,2016/8/30,32.0,Rift Valley Fever Animals
24-november-2017-yellow-fever-brazil-en,,71.0,Brazil,2017/7/1,1.0,Yellow Fever
24-october-2014-mers-en,,1.0,Turkey,2014/10/17,1.0,MERSCoV
25-april-2016-mers-bahrain-en,,1.0,Bahrain,2016/4/10,1.0,MERSCoV
25-august-2017-chikungunya-france-en,,4.0,France,2017/8/23,0.0,Chikungunya virus disease
25-february-2016-avian-influenza-china-en,,1.0,Hong Kong Special Administrative Region of China,2016/2/23,0.0,Avian influenza
25-february-2016-dengue-en,,1.0,Uruguay,2016/2/13,0.0,Dengue Fever
25-february-2016-polio-lao-en,,10.0,Lao People's Democratic Republic,2016/2/6,0.0,pentavalent vaccine (PV)
25-january-2019-polio-mozambique-en,,2.0,Mozambique,2019/1/17,0.0,Poliomyelitis
25-july-2016-mers-saudi-arabia-en,,9.0,Saudi Arabia,2016/7/2,2.0,MERSCoV
25-july-2018-ebola-drc-en,,54.0,Congo,2018/7/24,33.0,Ebola
25-may-2015-mers-saudi-arabia-en,,4.0,Saudi Arabia,2018/5/23,1.0,MERSCoV
25-october-2015-mers-korea-en,,186.0,North Korea,2015/10/12,36.0,MERSCoV
25-october-2017-marburg-uganda-en,,5.0,United Republic of Tanzania,2017/10/17,2.0,Marburg Hemorrhagic Fever
25-october-2018-ebola-drc-en,,,Congo,2018/10/23,,Ebola
26-april-2016-avian-ah7n9-china-en,,1.0,Hong Kong Special Administrative Region of China,2016/4/19,0.0,Avian influenza
